Species,Genus,Family,RangeSize,Groups
Phyllanthus leonardianus,Phyllanthus,Phyllanthaceae,2,Highly restricted
Platostoma dilungense,Platostoma,Lamiaceae,2,Highly restricted
Pluchea sagittalis,Pluchea,Asteraceae,2,Highly restricted
Podostemum saldanhanum,Podostemum,Podostemaceae,2,Highly restricted
Pohliella laciniata,Pohliella,Podostemaceae,2,Highly restricted
Polypleurum schmidtianum,Polypleurum,Podostemaceae,2,Highly restricted
Potamogeton parmatus,Potamogeton,Potamogetonaceae,2,Highly restricted
Potamogeton x spathuliformis,Potamogeton,Potamogetonaceae,2,Highly restricted
Pterocaulon virgatum,Pterocaulon,Asteraceae,2,Highly restricted
Ranunculus dyris,Ranunculus,Ranunculaceae,2,Highly restricted
Ranunculus pseudotrullifolius,Ranunculus,Ranunculaceae,2,Highly restricted
Rhyncholacis brevistamina,Rhyncholacis,Podostemaceae,2,Highly restricted
Rhyncholacis guyanensis,Rhyncholacis,Podostemaceae,2,Highly restricted
Rhyncholacis jenmanii,Rhyncholacis,Podostemaceae,2,Highly restricted
Rhyncholacis nobilis,Rhyncholacis,Podostemaceae,2,Highly restricted
Rhyncholacis palmettifolia,Rhyncholacis,Podostemaceae,2,Highly restricted
Rhynchospora rheophytica,Rhynchospora,Cyperaceae,2,Highly restricted
Richardia grandiflora,Richardia,Rubiaceae,2,Highly restricted
Rorippa aurea,Rorippa,Brassicaceae,2,Highly restricted
Rotala dinteri,Rotala,Lythraceae,2,Highly restricted
Rotala hexandra,Rotala,Lythraceae,2,Highly restricted
Rotala serpyllifolia,Rotala,Lythraceae,2,Highly restricted
Rotala smithii,Rotala,Lythraceae,2,Highly restricted
Schoenoplectus ehrenbergii,Schoenoplectus,Cyperaceae,2,Highly restricted
Sparganium limosum,Sparganium,Typhaceae,2,Highly restricted
Sparganium yunnanense,Sparganium,Typhaceae,2,Highly restricted
Sphagneticola trilobata,Sphagneticola,Asteraceae,2,Highly restricted
Sporobolus alterniflorus,Sporobolus,Poaceae,2,Highly restricted
Stonesia taylorii,Stonesia,Podostemaceae,2,Highly restricted
Stylosanthes longicarpa,Stylosanthes,Fabaceae,2,Highly restricted
Suddia sagittifolia,Suddia,Poaceae,2,Highly restricted
Thelethylax isalensis,Thelethylax,Podostemaceae,2,Highly restricted
Thelypteris interrupta,Thelypteris,Aspleniaceae,2,Highly restricted
Trithuria konkanensis,Trithuria,Hydatellaceae,2,Highly restricted
Trithuria occidentalis,Trithuria,Hydatellaceae,2,Highly restricted
Urospatha antisylleptica,Urospatha,Araceae,2,Highly restricted
Urospatha caudata,Urospatha,Araceae,2,Highly restricted
Utricularia heterosepala,Utricularia,Lentibulariaceae,2,Highly restricted
Utricularia lazulina,Utricularia,Lentibulariaceae,2,Highly restricted
Utricularia lowriei,Utricularia,Lentibulariaceae,2,Highly restricted
Utricularia smithiana,Utricularia,Lentibulariaceae,2,Highly restricted
Wettsteiniola pinnata,Wettsteiniola,Podostemaceae,2,Highly restricted
Winklerella dichotoma,Winklerella,Podostemaceae,2,Highly restricted
Wolffia microscopica,Wolffia,Araceae,2,Highly restricted
Wolffiella denticulata,Wolffiella,Araceae,2,Highly restricted
Wolffiella repanda,Wolffiella,Araceae,2,Highly restricted
Zizania texana,Zizania,Poaceae,2,Highly restricted
Zizaniopsis killipii,Zizaniopsis,Poaceae,2,Highly restricted
Zizaniopsis villanensis,Zizaniopsis,Poaceae,2,Highly restricted
Acmella decumbens,Acmella,Asteraceae,1,Highly restricted
Aeschynomene fructipendula,Aeschynomene,Fabaceae,1,Highly restricted
Agalinis tenella,Agalinis,Orobanchaceae,1,Highly restricted
Ageratum conyzoides,Ageratum,Asteraceae,1,Highly restricted
Agrostis hygrometrica,Agrostis,Poaceae,1,Highly restricted
Agrostis kolymensis,Agrostis,Poaceae,1,Highly restricted
Alstroemeria isabelleana,Alstroemeria,Alstroemeriaceae,1,Highly restricted
Ammannia alternifolia,Ammannia,Lythraceae,1,Highly restricted
Ammannia petrensis,Ammannia,Lythraceae,1,Highly restricted
Ammannia verticillata,Ammannia,Lythraceae,1,Highly restricted
Andropogon lateralis,Andropogon,Poaceae,1,Highly restricted
Aniseia luxurians,Aniseia,Convolvulaceae,1,Highly restricted
Apinagia arminensis,Apinagia,Podostemaceae,1,Highly restricted
Apinagia brejoagrestinensis,Apinagia,Podostemaceae,1,Highly restricted
Apinagia gardneriana,Apinagia,Podostemaceae,1,Highly restricted
Apinagia kochii,Apinagia,Podostemaceae,1,Highly restricted
Apinagia marowynensis,Apinagia,Podostemaceae,1,Highly restricted
Apinagia versteegiana,Apinagia,Podostemaceae,1,Highly restricted
Aponogeton cordatus,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton dioecus,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton eggersii,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton fotianus,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton jacobsenii,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton lancesmithii,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton masoalaensis,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton ranunculiflorus,Aponogeton,Aponogetonaceae,1,Highly restricted
Aponogeton tenuispicatus,Aponogeton,Aponogetonaceae,1,Highly restricted
Aquarius inpai,Aquarius,Alismataceae,1,Highly restricted
Armoracia macrocarpa,Armoracia,Brassicaceae,1,Highly restricted
Asclepias curassavica,Asclepias,Apocynaceae,1,Highly restricted
Barrosoa betoniciformis,Barrosoa,Asteraceae,1,Highly restricted
Barrosoa candolleana,Barrosoa,Asteraceae,1,Highly restricted
Begonia fischeri,Begonia,Begoniaceae,1,Highly restricted
Blyxa leiosperma,Blyxa,Hydrocharitaceae,1,Highly restricted
Blyxa novoguineensis,Blyxa,Hydrocharitaceae,1,Highly restricted
Boehmeria cylindrica,Boehmeria,Urticaceae,1,Highly restricted
Bothriocline monocephala,Bothriocline,Asteraceae,1,Highly restricted
Bulbostylis bodardii,Bulbostylis,Cyperaceae,1,Highly restricted
Bulbostylis capillaris,Bulbostylis,Cyperaceae,1,Highly restricted
Callitriche aucklandica,Callitriche,Plantaginaceae,1,Highly restricted
Callitriche platycarpa,Callitriche,Plantaginaceae,1,Highly restricted
Callitriche pulchra,Callitriche,Plantaginaceae,1,Highly restricted
Callitriche raveniana,Callitriche,Plantaginaceae,1,Highly restricted
Caperonia multicostata,Caperonia,Euphorbiaceae,1,Highly restricted
Carex bonariensis,Carex,Cyperaceae,1,Highly restricted
Carex brasiliensis,Carex,Cyperaceae,1,Highly restricted
Carex purpureovaginata,Carex,Cyperaceae,1,Highly restricted
Castelnavia noveloi,Castelnavia,Podostemaceae,1,Highly restricted
Cayaponia podantha,Cayaponia,Cucurbitaceae,1,Highly restricted
Chaetogastra cerastifolia,Chaetogastra,Melastomataceae,1,Highly restricted
Chaetogastra clinopodifolia,Chaetogastra,Melastomataceae,1,Highly restricted
Chaetogastra herbacea,Chaetogastra,Melastomataceae,1,Highly restricted
Cipoia ramosa,Cipoia,Podostemaceae,1,Highly restricted
Cissus palmata,Cissus,Vitaceae,1,Highly restricted
Cladopus fukienensis,Cladopus,Podostemaceae,1,Highly restricted
Coelachne auquieri,Coelachne,Poaceae,1,Highly restricted
Croton glandulosus,Croton,Euphorbiaceae,1,Highly restricted
Croton pallidus,Croton,Euphorbiaceae,1,Highly restricted
Croton urucurana,Croton,Euphorbiaceae,1,Highly restricted
Cryptocoryne auriculata,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne beckettii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne coronata,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne dewitii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne elliptica,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne griffithii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne ideii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne keei,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne lingua,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne loeiensis,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne nevillii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne nurii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne pallidinervia,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne scurrilis,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne uenoi,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne versteegii,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne vietnamensis,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne villosa,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne walkeri,Cryptocoryne,Araceae,1,Highly restricted
Cryptocoryne yujii,Cryptocoryne,Araceae,1,Highly restricted
Cuphea alatosperma,Cuphea,Lythraceae,1,Highly restricted
Cuphea anamariae,Cuphea,Lythraceae,1,Highly restricted
Cuphea glutinosa,Cuphea,Lythraceae,1,Highly restricted
Cyclopogon apricus,Cyclopogon,Orchidaceae,1,Highly restricted
Cyclospermum leptophyllum,Cyclospermum,Apiaceae,1,Highly restricted
Cyperus brevifolius,Cyperus,Cyperaceae,1,Highly restricted
Cyperus limosus,Cyperus,Cyperaceae,1,Highly restricted
Cyperus neochinensis,Cyperus,Cyperaceae,1,Highly restricted
Cyperus shepherdii,Cyperus,Cyperaceae,1,Highly restricted
Cyperus subtenax,Cyperus,Cyperaceae,1,Highly restricted
Dalechampia scandens,Dalechampia,Euphorbiaceae,1,Highly restricted
Dalzellia sessilis,Dalzellia,Podostemaceae,1,Highly restricted
Dianthera comata,Dianthera,Acanthaceae,1,Highly restricted
Dichanthelium sabulorum,Dichanthelium,Poaceae,1,Highly restricted
Digitaria violascens,Digitaria,Poaceae,1,Highly restricted
Djinga cheekii,Djinga,Podostemaceae,1,Highly restricted
Elatine fauquei,Elatine,Elatinaceae,1,Highly restricted
Elatine madagascariensis,Elatine,Elatinaceae,1,Highly restricted
Eleocharis angustispicula,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis braunii,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis columbiensis,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis cubangensis,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis guaglianoniana,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis minarum,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis nipponica,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis oxylepis,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis parvispicula,Eleocharis,Cyperaceae,1,Highly restricted
Eleocharis pseudobulbosa,Eleocharis,Cyperaceae,1,Highly restricted
Elodea heterostemon,Elodea,Hydrocharitaceae,1,Highly restricted
Eragrostis bahiensis,Eragrostis,Poaceae,1,Highly restricted
Eragrostis hypnoides,Eragrostis,Poaceae,1,Highly restricted
Eriocaulon albosetaceum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon botocudo,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon cylindratum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon depauperatum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon gibbosum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon kulumi,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon longirostrum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon megapotamicum,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon milhoense,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon pyatan,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon schischkinii,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eriocaulon yba,Eriocaulon,Eriocaulaceae,1,Highly restricted
Eryngium divaricatum,Eryngium,Apiaceae,1,Highly restricted
Eryngium ekmanii,Eryngium,Apiaceae,1,Highly restricted
Euphorbia prostrata,Euphorbia,Euphorbiaceae,1,Highly restricted
Euploca procumbens,Euploca,Boraginaceae,1,Highly restricted
Ficus obtusiuscula,Ficus,Moraceae,1,Highly restricted
Fimbristylis brevivaginata,Fimbristylis,Cyperaceae,1,Highly restricted
Floscopa glabrata,Floscopa,Commelinaceae,1,Highly restricted
Galianthe brasiliensis,Galianthe,Rubiaceae,1,Highly restricted
Galianthe cymosa,Galianthe,Rubiaceae,1,Highly restricted
Galianthe macedoi,Galianthe,Rubiaceae,1,Highly restricted
Genlisea angolensis,Genlisea,Lentibulariaceae,1,Highly restricted
Genlisea multiflora,Genlisea,Lentibulariaceae,1,Highly restricted
Gomphrena celosioides,Gomphrena,Amaranthaceae,1,Highly restricted
Gymnocoronis sessilis,Gymnocoronis,Asteraceae,1,Highly restricted
Habenaria macronectar,Habenaria,Orchidaceae,1,Highly restricted
Habenaria montevidensis,Habenaria,Orchidaceae,1,Highly restricted
Habenaria parviflora,Habenaria,Orchidaceae,1,Highly restricted
Hanseniella heterophylla,Hanseniella,Podostemaceae,1,Highly restricted
Heliotropium indicum,Heliotropium,Boraginaceae,1,Highly restricted
Hemarthria altissima,Hemarthria,Poaceae,1,Highly restricted
Hemisorghum venustum,Hemisorghum,Poaceae,1,Highly restricted
Hydrobryum floribundum,Hydrobryum,Podostemaceae,1,Highly restricted
Hydrobryum koribanum,Hydrobryum,Podostemaceae,1,Highly restricted
Hydrobryum micrantherum,Hydrobryum,Podostemaceae,1,Highly restricted
Hydrobryum puncticulatum,Hydrobryum,Podostemaceae,1,Highly restricted
Hydrotriche galiifolia,Hydrotriche,Plantaginaceae,1,Highly restricted
Hydrotriche mayacoides,Hydrotriche,Plantaginaceae,1,Highly restricted
Hygrophila biplicata,Hygrophila,Acanthaceae,1,Highly restricted
Hymenachne patens,Hymenachne,Poaceae,1,Highly restricted
Hymenachne wombaliensis,Hymenachne,Poaceae,1,Highly restricted
Hypericum brasiliense,Hypericum,Hypericaceae,1,Highly restricted
Hypochaeris lutea,Hypochaeris,Asteraceae,1,Highly restricted
Hypolytrum nudicaule,Hypolytrum,Cyperaceae,1,Highly restricted
Hyptis brevipes,Hyptis,Lamiaceae,1,Highly restricted
Hyptis lappulacea,Hyptis,Lamiaceae,1,Highly restricted
Hyptis uliginosa,Hyptis,Lamiaceae,1,Highly restricted
Inversodicraea achoundongii,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea ebo,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea feika,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea fluitans,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea ntemensis,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea pygmaea,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea tenax,Inversodicraea,Podostemaceae,1,Highly restricted
Inversodicraea thollonii,Inversodicraea,Podostemaceae,1,Highly restricted
Isachne salzmannii,Isachne,Poaceae,1,Highly restricted
Isoetes baculata,Isoetes,Isoetaceae,1,Highly restricted
Isoetes bradei,Isoetes,Isoetaceae,1,Highly restricted
Isoetes cangae,Isoetes,Isoetaceae,1,Highly restricted
Isoetes eludens,Isoetes,Isoetaceae,1,Highly restricted
Isoetes eshbaughii,Isoetes,Isoetaceae,1,Highly restricted
Isoetes malinverniana,Isoetes,Isoetaceae,1,Highly restricted
Isoetes olympica,Isoetes,Isoetaceae,1,Highly restricted
Isoetes stevensii,Isoetes,Isoetaceae,1,Highly restricted
Isoetes tennesseensis,Isoetes,Isoetaceae,1,Highly restricted
Jaegeria bellidiflora,Jaegeria,Asteraceae,1,Highly restricted
Laurembergia zeylanica,Laurembergia,Haloragaceae,1,Highly restricted
Ledermanniella batangensis,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella bowlingii,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella minutissima,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella pollardiana,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella prasina,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella ramosissima,Ledermanniella,Podostemaceae,1,Highly restricted
Ledermanniella yiben,Ledermanniella,Podostemaceae,1,Highly restricted
Leonotis nepetifolia,Leonotis,Lamiaceae,1,Highly restricted
Leptostelma tweediei,Leptostelma,Asteraceae,1,Highly restricted
Lessingianthus glabratus,Lessingianthus,Asteraceae,1,Highly restricted
Limnophila borealis,Limnophila,Plantaginaceae,1,Highly restricted
Limnophila glabra,Limnophila,Plantaginaceae,1,Highly restricted
Limnophila hayatae,Limnophila,Plantaginaceae,1,Highly restricted
Limnophila verticillata,Limnophila,Plantaginaceae,1,Highly restricted
Limosella capensis,Limosella,Plantaginaceae,1,Highly restricted
Lippia alba,Lippia,Verbenaceae,1,Highly restricted
Littorella australis,Littorella,Plantaginaceae,1,Highly restricted
Lobelia hederacea,Lobelia,Campanulaceae,1,Highly restricted
Lophogyne aripuanensis,Lophogyne,Podostemaceae,1,Highly restricted
Lophogyne ceratophylla,Lophogyne,Podostemaceae,1,Highly restricted
Lophogyne goeldiana,Lophogyne,Podostemaceae,1,Highly restricted
Lophogyne varians,Lophogyne,Podostemaceae,1,Highly restricted
Ludwigia potamogeton,Ludwigia,Onagraceae,1,Highly restricted
Ludwigia sericea,Ludwigia,Onagraceae,1,Highly restricted
Lysimachia filiformis,Lysimachia,Primulaceae,1,Highly restricted
Lysimachia minima,Lysimachia,Primulaceae,1,Highly restricted
Machaonia brasiliensis,Machaonia,Rubiaceae,1,Highly restricted
Macropodiella macrothyrsa,Macropodiella,Podostemaceae,1,Highly restricted
Macropodiella taylorii,Macropodiella,Podostemaceae,1,Highly restricted
Macropodiella uoroensis,Macropodiella,Podostemaceae,1,Highly restricted
Marathrum azarensis,Marathrum,Podostemaceae,1,Highly restricted
Marathrum pauciflorum,Marathrum,Podostemaceae,1,Highly restricted
Marathrum plumosum,Marathrum,Podostemaceae,1,Highly restricted
Marsilea distorta,Marsilea,Marsileaceae,1,Highly restricted
Marsilea latzii,Marsilea,Marsileaceae,1,Highly restricted
Marsypianthes chamaedrys,Marsypianthes,Lamiaceae,1,Highly restricted
Mayaca sellowiana,Mayaca,Mayacaceae,1,Highly restricted
Melanthera latifolia,Melanthera,Asteraceae,1,Highly restricted
Mesanthemum reductum,Mesanthemum,Eriocaulaceae,1,Highly restricted
Micranthemum reflexum,Micranthemum,Linderniaceae,1,Highly restricted
Mimosa pigra,Mimosa,Fabaceae,1,Highly restricted
Mimulus orbicularis,Mimulus,Phrymaceae,1,Highly restricted
Mitracarpus hirtus,Mitracarpus,Rubiaceae,1,Highly restricted
Momordica charantia,Momordica,Cucurbitaceae,1,Highly restricted
Mourera glazioviana,Mourera,Podostemaceae,1,Highly restricted
Mourera monadelpha,Mourera,Podostemaceae,1,Highly restricted
Murdannia schomburgkiana,Murdannia,Commelinaceae,1,Highly restricted
Myosotis jenissejensis,Myosotis,Boraginaceae,1,Highly restricted
Myosotis rehsteineri,Myosotis,Boraginaceae,1,Highly restricted
Myriophyllum sparsiflorum,Myriophyllum,Haloragaceae,1,Highly restricted
Najas halophila,Najas,Hydrocharitaceae,1,Highly restricted
Najas tenuicaulis,Najas,Hydrocharitaceae,1,Highly restricted
Noveloa longifolia,Noveloa,Podostemaceae,1,Highly restricted
Nymphaea kimberleyensis,Nymphaea,Nymphaeaceae,1,Highly restricted
Nymphaea rubra,Nymphaea,Nymphaeaceae,1,Highly restricted
Nymphaea thermarum,Nymphaea,Nymphaeaceae,1,Highly restricted
Nymphaea vaporalis,Nymphaea,Nymphaeaceae,1,Highly restricted
Nymphoides disperma,Nymphoides,Menyanthaceae,1,Highly restricted
Nymphoides lungtanensis,Nymphoides,Menyanthaceae,1,Highly restricted
Nymphoides planosperma,Nymphoides,Menyanthaceae,1,Highly restricted
Oldenlandia salzmannii,Oldenlandia,Rubiaceae,1,Highly restricted
Orcuttia viscida,Orcuttia,Poaceae,1,Highly restricted
Ornduffia calthifolia,Ornduffia,Menyanthaceae,1,Highly restricted
Ornduffia marchantii,Ornduffia,Menyanthaceae,1,Highly restricted
Oryza coarctata,Oryza,Poaceae,1,Highly restricted
Oserya minima,Oserya,Podostemaceae,1,Highly restricted
Oserya pilgeri,Oserya,Podostemaceae,1,Highly restricted
Ottelia balansae,Ottelia,Hydrocharitaceae,1,Highly restricted
Ottelia lisowskii,Ottelia,Hydrocharitaceae,1,Highly restricted
Oxalis paranaensis,Oxalis,Oxalidaceae,1,Highly restricted
Paepalanthus caldensis,Paepalanthus,Eriocaulaceae,1,Highly restricted
Paullinia elegans,Paullinia,Sapindaceae,1,Highly restricted
